CUST_ID,CUST_NAME,CUST_SEGMENT,POSTAL_CODE,CITY,STATE,REGION
1180,Bernard Strauss,Home Office,66202,Prairie Village,Kansas,Central
2896,Anna Ellis,Corporate,56001,Mankato,Minnesota,Central
2896,Anna Ellis,Corporate,56001,Mankato,Minnesota,Central
2017,Danny Schaefer,Home Office,19401,Norristown,Pennsylvania,East
2017,Danny Schaefer,Home Office,19401,Norristown,Pennsylvania,East
2393,Debbie Dillon,Corporate,30076,Roswell,Georgia,South
2896,Anna Ellis,Home Office,56001,Mankato,Minnesota,Central
1826,Kate Peck,Corporate,52722,Bettendorf,Iowa,Central
1574,Sherry Hurley,Consumer,28314,Fayetteville,North Carolina,South
1574,Sherry Hurley,Consumer,28314,Fayetteville,North Carolina,South
1574,Sherry Hurley,Consumer,28314,Fayetteville,North Carolina,South
1686,Lynn O'Donnell,Corporate,60123,Elgin,Illinois,Central
1686,Lynn O'Donnell,Corporate,60123,Elgin,Illinois,Central
2783,Caroline Duffy,Corporate,74601,Ponca City,Oklahoma,Central
3179,Marie Pittman,Corporate,55060,Owatonna,Minnesota,Central
777,Zachary Yu,Home Office,6033,Glastonbury,Connecticut,East
778,Debra Stone,Home Office,6360,Norwich,Connecticut,East
779,Marvin Roberson,Home Office,6484,Shelton,Connecticut,East
1303,Cindy Harvey,Consumer,84074,Tooele,Utah,West
1124,Randy Jiang,Small Business,6360,Norwich,Connecticut,East
1123,Peggy Lanier,Small Business,95661,Roseville,California,West
592,Eva Silverman,Consumer,60091,Wilmette,Illinois,Central
592,Eva Silverman,Consumer,60091,Wilmette,Illinois,Central
602,Randall Bynum,Small Business,80134,Parker,Colorado,West
3060,Craig Wong,Small Business,72015,Benton,Arkansas,South
2507,Jeanette Davies,Home Office,4401,Bangor,Maine,East
2522,Harriet Wooten,Home Office,5401,Burlington,Vermont,East
2506,Alfred Harmon,Home Office,6408,Cheshire,Connecticut,East
2516,Leo E Underwood,Home Office,7631,Englewood,New Jersey,East
2520,Sandy Mueller,Home Office,2908,Providence,Rhode Island,East
2998,Joyce Foster,Corporate,48375,Novi,Michigan,Central
2998,Joyce Foster,Corporate,48375,Novi,Michigan,Central
304,Alexandra Duke,Consumer,21234,Parkville,Maryland,East
2146,Courtney Boyd,Corporate,20151,Fairfax,Virginia,South
1471,Danielle Daniel,Home Office,43081,Westerville,Ohio,East
1414,Melvin Hsu,Corporate,3842,Hampton,New Hampshire,East
3162,Melvin Willis,Corporate,78577,Pharr,Texas,Central
565,Andrea Oakley,Corporate,60187,Wheaton,Illinois,Central
565,Andrea Oakley,Corporate,60187,Wheaton,Illinois,Central
1068,Erik Barr,Home Office,60409,Calumet City,Illinois,Central
2032,Jessie Bray,Consumer,32174,Ormond Beach,Florida,South
2033,Shirley Garner,Consumer,32765,Oviedo,Florida,South
2026,Keith Pittman,Small Business,54915,Appleton,Wisconsin,Central
922,Dolores Abrams,Small Business,91730,Rancho Cucamonga,California,West
922,Dolores Abrams,Small Business,91730,Rancho Cucamonga,California,West
2061,Marianne Carey,Corporate,69101,North Platte,Nebraska,Central
2061,Marianne Carey,Corporate,69101,North Platte,Nebraska,Central
2778,Alison Jones,Consumer,28403,Wilmington,North Carolina,South
90,Katie Watson,Corporate,95687,Vacaville,California,West
91,Wallace Werner,Corporate,94591,Vallejo,California,West
91,Wallace Werner,Corporate,94591,Vallejo,California,West
2972,Walter Herman Barr,Home Office,54956,Neenah,Wisconsin,Central
1725,Linda Blake,Corporate,43026,Hilliard,Ohio,East
2526,Derek Sweeney,Corporate,70506,Lafayette,Louisiana,South
250,Brenda Nelson Blanchard,Corporate,55423,Richfield,Minnesota,Central
1126,Arlene Lutz,Consumer,75116,Duncanville,Texas,Central
1126,Arlene Lutz,Consumer,75116,Duncanville,Texas,Central
220,Jacob Kirby,Home Office,60452,Oak Forest,Illinois,Central
566,Stephanie Pruitt,Corporate,60090,Wheeling,Illinois,Central
2052,Francis Kendall,Home Office,87105,Albuquerque,New Mexico,West
2052,Francis Kendall,Home Office,87105,Albuquerque,New Mexico,West
2052,Francis Kendall,Home Office,87105,Albuquerque,New Mexico,West
1446,Eileen R Braun,Small Business,97420,Coos Bay,Oregon,West
2822,Rosemary Howell,Corporate,83701,Boise,Idaho,West
592,Eva Silverman,Consumer,60091,Wilmette,Illinois,Central
1746,Beth McKenzie,Home Office,74012,Broken Arrow,Oklahoma,Central
981,Jacob Archer,Corporate,24281,Rose Hill,Virginia,South
3327,Bob Gibson,Small Business,48060,Port Huron,Michigan,Central
3327,Bob Gibson,Small Business,48060,Port Huron,Michigan,Central
335,Curtis O'Connell,Corporate,97504,Medford,Oregon,West
335,Curtis O'Connell,Corporate,97504,Medford,Oregon,West
15,Timothy Reese,Small Business,11787,Smithtown,New York,East
3126,Jeffrey Strauss,Corporate,58554,Mandan,North Dakota,Central
3248,Earl Donnelly,Small Business,70458,Slidell,Louisiana,South
1946,Teresa Wallace,Home Office,15228,Mount Lebanon,Pennsylvania,East
95,Kristin Hunt,Home Office,66209,Leawood,Kansas,Central
95,Kristin Hunt,Home Office,66209,Leawood,Kansas,Central
95,Kristin Hunt,Home Office,66209,Leawood,Kansas,Central
2853,Linda Franklin,Consumer,98310,Bremerton,Washington,West
3108,Diana Schultz,Small Business,83686,Nampa,Idaho,West
1912,Kerry Clapp,Corporate,94306,Palo Alto,California,West
1913,Susan Barr,Corporate,95969,Paradise,California,West
1644,Sam Woodward,Small Business,77546,Friendswood,Texas,Central
1699,Joseph Hurst,Small Business,19057,Levittown,Pennsylvania,East
1699,Joseph Hurst,Small Business,19057,Levittown,Pennsylvania,East
2393,Debbie Dillon,Corporate,30076,Roswell,Georgia,South
366,Patrick Rosenthal,Small Business,2910,Cranston,Rhode Island,East
507,Carol Saunders,Corporate,42104,Bowling Green,Kentucky,South
506,Teresa Boyette,Corporate,67212,Wichita,Kansas,Central
83,Edgar Stone,Corporate,44708,Canton,Ohio,East
2903,Frances Powers,Small Business,43068,Reynoldsburg,Ohio,East
1885,Jacob Hirsch,Home Office,2806,Barrington,Rhode Island,East
1882,Anita Kent,Home Office,7036,Linden,New Jersey,East
2607,Jim Day Decker,Corporate,8871,Sayreville,New Jersey,East
301,Valerie Whitfield,Corporate,15122,West Mifflin,Pennsylvania,East
301,Valerie Whitfield,Corporate,15122,West Mifflin,Pennsylvania,East
2910,Tina Jiang,Home Office,58501,Bismarck,North Dakota,Central
59,Rose Lassiter,Corporate,77642,Port Arthur,Texas,Central
2900,Francis Edwards,Home Office,30809,Evans,Georgia,South
2900,Francis Edwards,Home Office,30809,Evans,Georgia,South
981,Jacob Archer,Corporate,24281,Rose Hill,Virginia,South
981,Jacob Archer,Corporate,24281,Rose Hill,Virginia,South
1556,Carol Wood,Consumer,22304,Alexandria,Virginia,South
1556,Carol Wood,Consumer,22304,Alexandria,Virginia,South
2799,Gilbert Vogel,Small Business,90022,East Los Angeles,California,West
3228,Thomas Frazier,Consumer,53590,Sun Prairie,Wisconsin,Central
3228,Thomas Frazier,Consumer,53590,Sun Prairie,Wisconsin,Central
1904,Dan McGee,Consumer,20190,Reston,Virginia,South
1904,Dan McGee,Consumer,20190,Reston,Virginia,South
2529,Francis McKenzie,Small Business,94509,Antioch,California,West
170,Christopher Carlton,Corporate,4092,Westbrook,Maine,East
507,Carol Saunders,Corporate,42104,Bowling Green,Kentucky,South
507,Carol Saunders,Corporate,42104,Bowling Green,Kentucky,South
508,Cameron Owens,Corporate,41011,Covington,Kentucky,South
1738,Dean Solomon,Corporate,28052,Gastonia,North Carolina,South
3228,Thomas Frazier,Small Business,53590,Sun Prairie,Wisconsin,Central
3229,Sharon Kessler,Small Business,54880,Superior,Wisconsin,Central
1445,Victor Hansen,Home Office,63135,Ferguson,Missouri,Central
2092,Milton Pollock,Consumer,35904,Gadsden,Alabama,South
3374,Jamie Ward,Corporate,21113,Odenton,Maryland,East
1933,William Crawford,Home Office,75043,Garland,Texas,Central
1934,Scott Moore,Home Office,78626,Georgetown,Texas,Central
1550,Mary Larson,Home Office,55125,Woodbury,Minnesota,Central
1550,Mary Larson,Home Office,55125,Woodbury,Minnesota,Central
2643,Vincent Cash Bryant,Consumer,74055,Owasso,Oklahoma,Central
2643,Vincent Cash Bryant,Consumer,74055,Owasso,Oklahoma,Central
2643,Vincent Cash Bryant,Consumer,74055,Owasso,Oklahoma,Central
2643,Vincent Cash Bryant,Consumer,74055,Owasso,Oklahoma,Central
3374,Jamie Ward,Home Office,21113,Odenton,Maryland,East
3374,Jamie Ward,Home Office,21113,Odenton,Maryland,East
3374,Jamie Ward,Home Office,21113,Odenton,Maryland,East
2903,Frances Powers,Small Business,43068,Reynoldsburg,Ohio,East
2948,Jeanne Chandler,Consumer,38401,Columbia,Tennessee,South
2948,Jeanne Chandler,Consumer,38401,Columbia,Tennessee,South
2948,Jeanne Chandler,Consumer,38401,Columbia,Tennessee,South
1170,Jessie Houston,Consumer,19711,Newark,Delaware,East
762,Stuart Holloway,Small Business,98661,Vancouver,Washington,West
3402,Frederick Cole,Consumer,25314,Charleston,West Virginia,East
3396,Stuart Wiley,Small Business,60014,Crystal Lake,Illinois,Central
1068,Erik Barr,Home Office,60409,Calumet City,Illinois,Central
1068,Erik Barr,Home Office,60409,Calumet City,Illinois,Central
2794,Connie Bunn,Corporate,50158,Marshalltown,Iowa,Central
2794,Connie Bunn,Corporate,50158,Marshalltown,Iowa,Central
2141,Molly Webster,Home Office,81301,Durango,Colorado,West
2141,Molly Webster,Home Office,81301,Durango,Colorado,West
2142,Mitchell Clayton,Home Office,7506,Hawthorne,New Jersey,East
2075,Ronald Park,Corporate,65203,Columbia,Missouri,Central
599,Beverly Barnett,Corporate,21133,Randallstown,Maryland,East
1189,Dwight Stephenson,Consumer,92646,Huntington Beach,California,West
1315,Adam Saunders Gray,Home Office,80906,Colorado Springs,Colorado,West
1622,Sue Boykin,Small Business,47374,Richmond,Indiana,Central
2930,Oscar Hale,Small Business,92243,El Centro,California,West
2883,Stuart Sharma,Consumer,44070,North Olmsted,Ohio,East
2924,Courtney Nelson,Consumer,20707,Laurel,Maryland,East
2924,Courtney Nelson,Consumer,20707,Laurel,Maryland,East
796,Amanda Conner,Corporate,68046,Papillion,Nebraska,Central
3363,Willie Snyder,Consumer,20906,Aspen Hill,Maryland,East
555,Walter Young,Corporate,84062,Pleasant Grove,Utah,West
23,Lynn Moss,Corporate,92653,Laguna Hills,California,West
156,Diana Xu,Corporate,80525,Fort Collins,Colorado,West
156,Diana Xu,Corporate,80525,Fort Collins,Colorado,West
2794,Connie Bunn,Consumer,50158,Marshalltown,Iowa,Central
2696,Sally Dunn,Home Office,35401,Tuscaloosa,Alabama,South
608,Daniel Jones,Corporate,10605,White Plains,New York,East
2300,Sheryl Allred,Corporate,32137,Palm Coast,Florida,South
417,Mike Pollard,Small Business,93405,San Luis Obispo,California,West
2138,Christopher Chambers,Corporate,97068,West Linn,Oregon,West
2138,Christopher Chambers,Corporate,97068,West Linn,Oregon,West
2138,Christopher Chambers,Corporate,97068,West Linn,Oregon,West
2794,Connie Bunn,Corporate,50158,Marshalltown,Iowa,Central
48,Geoffrey Hewitt,Corporate,62701,Springfield,Illinois,Central
48,Geoffrey Hewitt,Corporate,62701,Springfield,Illinois,Central
2827,Edith McDaniel,Corporate,92020,El Cajon,California,West
1471,Danielle Daniel,Home Office,43081,Westerville,Ohio,East
1471,Danielle Daniel,Home Office,43081,Westerville,Ohio,East
744,Joy Maxwell,Consumer,85737,Oro Valley,Arizona,West
744,Joy Maxwell,Consumer,85737,Oro Valley,Arizona,West
744,Joy Maxwell,Consumer,85737,Oro Valley,Arizona,West
477,Randall Schneider,Small Business,39180,Vicksburg,Mississippi,South
477,Randall Schneider,Small Business,39180,Vicksburg,Mississippi,South
1711,Sharon Long,Corporate,30062,Marietta,Georgia,South
1711,Sharon Long,Corporate,30062,Marietta,Georgia,South
1978,Jessie McDonald,Corporate,80232,Lakewood,Colorado,West
1978,Jessie McDonald,Corporate,80232,Lakewood,Colorado,West
1979,Marianne Weiner Ennis,Corporate,80122,Littleton,Colorado,West
683,Seth Merrill,Small Business,68046,Papillion,Nebraska,Central
1145,Alvin B Winstead,Consumer,75165,Waxahachie,Texas,Central
1145,Alvin B Winstead,Consumer,75165,Waxahachie,Texas,Central
2591,Maureen McCoy,Corporate,32708,Winter Springs,Florida,South
1542,Janet Snow,Corporate,60478,Country Club Hills,Illinois,Central
2447,Gladys Everett,Consumer,55343,Eden Prairie,Minnesota,Central
2447,Gladys Everett,Consumer,55343,Eden Prairie,Minnesota,Central
3302,Cathy Hutchinson,Home Office,34741,Kissimmee,Florida,South
3302,Cathy Hutchinson,Home Office,34741,Kissimmee,Florida,South
401,Teresa Brewer,Small Business,95240,Lodi,California,West
401,Teresa Brewer,Small Business,95240,Lodi,California,West
119,Judy Kennedy,Corporate,84118,Kearns,Utah,West
3165,Paul Wood,Small Business,34759,Poinciana,Florida,South
3166,Marc Browning,Small Business,33068,Pompano Beach,Florida,South
3166,Marc Browning,Small Business,33068,Pompano Beach,Florida,South
3162,Melvin Willis,Corporate,78577,Pharr,Texas,Central
695,Alison Jacobson,Small Business,48195,Southgate,Michigan,Central
1614,Wayne Lutz,Consumer,1748,Hopkinton,Massachusetts,East
922,Dolores Abrams,Small Business,91730,Rancho Cucamonga,California,West
3229,Sharon Kessler,Small Business,54880,Superior,Wisconsin,Central
3229,Sharon Kessler,Small Business,54880,Superior,Wisconsin,Central
3229,Sharon Kessler,Small Business,54880,Superior,Wisconsin,Central
3229,Sharon Kessler,Small Business,54880,Superior,Wisconsin,Central
2667,Pat Baker,Home Office,44107,Lakewood,Ohio,East
2667,Pat Baker,Home Office,44107,Lakewood,Ohio,East
1571,Pat Bowden,Corporate,44691,Wooster,Ohio,East
1571,Pat Bowden,Corporate,44691,Wooster,Ohio,East
1041,Mildred Chase,Small Business,95695,Woodland,California,West
1041,Mildred Chase,Small Business,95695,Woodland,California,West
1792,Curtis C Andrews,Corporate,61032,Freeport,Illinois,Central
2109,Evan Gill Roy,Corporate,28079,Indian Trail,North Carolina,South
477,Randall Schneider,Small Business,39180,Vicksburg,Mississippi,South
2141,Molly Webster,Home Office,81301,Durango,Colorado,West
2141,Molly Webster,Home Office,81301,Durango,Colorado,West
2141,Molly Webster,Home Office,81301,Durango,Colorado,West
2141,Molly Webster,Home Office,81301,Durango,Colorado,West
1250,Kara Patton,Corporate,60110,Carpentersville,Illinois,Central
1250,Kara Patton,Corporate,60110,Carpentersville,Illinois,Central
1250,Kara Patton,Corporate,60110,Carpentersville,Illinois,Central
2840,Bob Berg,Corporate,33161,North Miami,Florida,South
2097,Patsy Shea,Home Office,29915,Hilton Head Island,South Carolina,South
2098,Tracy Dyer,Home Office,29464,Mount Pleasant,South Carolina,South
2840,Bob Berg,Corporate,33161,North Miami,Florida,South
2840,Bob Berg,Corporate,33161,North Miami,Florida,South
2840,Bob Berg,Corporate,33161,North Miami,Florida,South
2820,Laurence Simon,Home Office,63129,Oakville,Missouri,Central
2820,Laurence Simon,Home Office,63129,Oakville,Missouri,Central
1180,Bernard Strauss,Home Office,66202,Prairie Village,Kansas,Central
1180,Bernard Strauss,Home Office,66202,Prairie Village,Kansas,Central
2098,Tracy Dyer,Home Office,29464,Mount Pleasant,South Carolina,South
2099,Nathan Fox,Home Office,29577,Myrtle Beach,South Carolina,South
411,Carolyn Proctor,Consumer,94601,Oakland,California,West
3393,Irene Murphy,Consumer,99163,Pullman,Washington,West
3393,Irene Murphy,Consumer,99163,Pullman,Washington,West
2794,Connie Bunn,Consumer,50158,Marshalltown,Iowa,Central
2543,Josephine Dalton,Home Office,23223,Richmond,Virginia,South
2543,Josephine Dalton,Home Office,23223,Richmond,Virginia,South
3145,Margaret Rogers,Corporate,78660,Pflugerville,Texas,Central
3145,Margaret Rogers,Corporate,78660,Pflugerville,Texas,Central
2230,Ross Kent,Consumer,91911,Chula Vista,California,West
3205,Alvin Mullins,Consumer,83440,Rexburg,Idaho,West
3206,Dana Rankin,Consumer,83301,Twin Falls,Idaho,West
2643,Vincent Cash Bryant,Consumer,74055,Owasso,Oklahoma,Central
1135,Daniel Webb Stephens,Consumer,62901,Carbondale,Illinois,Central
65,Jenny Sanchez,Corporate,94043,Mountain View,California,West
66,Arlene Rouse,Corporate,92563,Murrieta,California,West
69,Carrie House,Corporate,2917,Smithfield,Rhode Island,East
637,Christopher Bryant,Consumer,95051,Santa Clara,California,West
2256,Lloyd Levin,Corporate,28560,New Bern,North Carolina,South
2561,Laurie Moon,Consumer,10562,Ossining,New York,East
3299,Stuart McLean,Consumer,33404,Riviera Beach,Florida,South
700,Joseph Grossman,Consumer,93454,Santa Maria,California,West
3108,Diana Schultz,Small Business,83686,Nampa,Idaho,West
1606,Don Rogers,Home Office,11010,Franklin Square,New York,East
1606,Don Rogers,Home Office,11010,Franklin Square,New York,East
1606,Don Rogers,Home Office,11010,Franklin Square,New York,East
2610,Tommy Lutz,Corporate,95616,Davis,California,West
2612,Charles Parsons,Corporate,2777,Swansea,Massachusetts,East
956,Tom Wiley,Consumer,19901,Dover,Delaware,East
956,Tom Wiley,Consumer,19901,Dover,Delaware,East
1540,Charlene Reynolds,Corporate,33314,Davie,Florida,South
2061,Marianne Carey,Corporate,69101,North Platte,Nebraska,Central
2061,Marianne Carey,Corporate,69101,North Platte,Nebraska,Central
1492,Don Beard,Corporate,65721,Ozark,Missouri,Central
2619,Brandon E Shepherd,Corporate,57103,Sioux Falls,South Dakota,Central
472,Donna Craven,Consumer,21133,Randallstown,Maryland,East
2210,Glen Choi,Home Office,20814,Bethesda,Maryland,East
1606,Don Rogers,Home Office,11010,Franklin Square,New York,East
2058,Louise Webster Sharma,Corporate,28601,Hickory,North Carolina,South
215,Vicki O'Donnell,Consumer,84321,Logan,Utah,West
463,Debbie Stevenson,Small Business,90069,West Hollywood,California,West
2752,Marc S Liu,Consumer,70072,Marrero,Louisiana,South
55,Marvin Hawley,Consumer,13210,Syracuse,New York,East
55,Marvin Hawley,Consumer,13210,Syracuse,New York,East
443,Chris High,Small Business,60477,Tinley Park,Illinois,Central
1561,Edwin Coley,Corporate,76063,Mansfield,Texas,Central
1130,Stacy Benton,Corporate,78539,Edinburg,Texas,Central
1747,Lewis House Stokes,Home Office,73034,Edmond,Oklahoma,Central
1747,Lewis House Stokes,Home Office,73034,Edmond,Oklahoma,Central
2727,Lloyd Bland,Consumer,98002,Auburn,Washington,West
542,Jim Shah,Home Office,92704,Santa Ana,California,West
23,Lynn Moss,Corporate,92653,Laguna Hills,California,West
2467,Ted Bell,Corporate,27801,Rocky Mount,North Carolina,South
344,Rosemary English,Corporate,4101,Portland,Maine,East
2907,Pauline Stanley,Home Office,43230,Gahanna,Ohio,East
2907,Pauline Stanley,Home Office,43230,Gahanna,Ohio,East
2289,Ryan Herman,Corporate,55337,Burnsville,Minnesota,Central
2289,Ryan Herman,Corporate,55337,Burnsville,Minnesota,Central
673,Paula Joyce Browning,Small Business,52501,Ottumwa,Iowa,Central
673,Paula Joyce Browning,Small Business,52501,Ottumwa,Iowa,Central
1357,Marguerite Yu,Home Office,78596,Weslaco,Texas,Central
3068,Anne Heller,Consumer,56560,Moorhead,Minnesota,Central
3068,Anne Heller,Consumer,56560,Moorhead,Minnesota,Central
618,Robert Cowan,Consumer,81007,Pueblo West,Colorado,West
618,Robert Cowan,Consumer,81007,Pueblo West,Colorado,West
617,Brett Schultz,Consumer,81001,Pueblo,Colorado,West
617,Brett Schultz,Consumer,81001,Pueblo,Colorado,West
101,Claudia Boyle,Consumer,4005,Biddeford,Maine,East
109,Tom McFarland,Consumer,7644,Lodi,New Jersey,East
1378,Derek Shah,Small Business,2703,Attleboro,Massachusetts,East
2049,Kenneth Pollock,Corporate,22801,Harrisonburg,Virginia,South
2049,Kenneth Pollock,Corporate,22801,Harrisonburg,Virginia,South
1351,Janet McCullough,Home Office,33063,Coconut Creek,Florida,South
3076,Peter Hardy,Consumer,44224,Stow,Ohio,East
3116,Justin Hull,Home Office,30501,Gainesville,Georgia,South
3116,Justin Hull,Home Office,30501,Gainesville,Georgia,South
1789,Allan Green,Consumer,63385,Wentzville,Missouri,Central
2358,Danielle Baird,Home Office,33311,Fort Lauderdale,Florida,South
2358,Danielle Baird,Home Office,33311,Fort Lauderdale,Florida,South
2858,Jerry Webster,Corporate,32259,Fruit Cove,Florida,South
2858,Jerry Webster,Corporate,32259,Fruit Cove,Florida,South
2858,Jerry Webster,Corporate,32259,Fruit Cove,Florida,South
2577,Alfred Burton,Home Office,36116,Montgomery,Alabama,South
1386,Miriam Drake,Home Office,46342,Hobart,Indiana,Central
1557,James Nicholson,Consumer,22003,Annandale,Virginia,South
1557,James Nicholson,Consumer,22003,Annandale,Virginia,South
2499,Geoffrey Koch,Small Business,60901,Kankakee,Illinois,Central
542,Jim Shah,Home Office,92704,Santa Ana,California,West
3241,Terri Link,Small Business,94513,Brentwood,California,West
2858,Jerry Webster,Corporate,32259,Fruit Cove,Florida,South
1952,Elsie Dodson,Corporate,30269,Peachtree City,Georgia,South
1378,Derek Shah,Home Office,2703,Attleboro,Massachusetts,East
1377,Gilbert P Sun,Home Office,4072,Saco,Maine,East
2088,Carrie Boyle,Corporate,10550,Mount Vernon,New York,East
188,Alex Harrell,Corporate,76240,Gainesville,Texas,Central
188,Alex Harrell,Corporate,76240,Gainesville,Texas,Central
2015,Claudia Wall,Home Office,12047,Cohoes,New York,East
2015,Claudia Wall,Home Office,12047,Cohoes,New York,East
2577,Alfred Burton,Home Office,36116,Montgomery,Alabama,South
2577,Alfred Burton,Home Office,36116,Montgomery,Alabama,South
2577,Alfred Burton,Home Office,36116,Montgomery,Alabama,South
2577,Alfred Burton,Home Office,36116,Montgomery,Alabama,South
1008,Priscilla Frank,Home Office,4038,Gorham,Maine,East
1507,Bonnie Hampton,Small Business,44117,Euclid,Ohio,East
1507,Bonnie Hampton,Small Business,44117,Euclid,Ohio,East
1189,Dwight Stephenson,Small Business,92646,Huntington Beach,California,West
3086,Ted Durham,Consumer,34287,North Port,Florida,South
2668,Carlos Hanson,Home Office,57701,Rapid City,South Dakota,Central
2668,Carlos Hanson,Home Office,57701,Rapid City,South Dakota,Central
451,Joyce Murray,Home Office,94024,Los Altos,California,West
451,Joyce Murray,Home Office,94024,Los Altos,California,West
1015,Beverly Cameron,Home Office,27502,Apex,North Carolina,South
1015,Beverly Cameron,Home Office,27502,Apex,North Carolina,South
2114,Paige Mason,Corporate,23518,Norfolk,Virginia,South
1852,Joy Kaplan McNeill,Corporate,92008,Carlsbad,California,West
1856,Dan McBride,Corporate,1826,Dracut,Massachusetts,East
1858,Randall Bridges,Corporate,2169,Quincy,Massachusetts,East
3274,Monica May,Small Business,98270,Marysville,Washington,West
3274,Monica May,Small Business,98270,Marysville,Washington,West
1273,Lois Bloom,Corporate,1930,Gloucester,Massachusetts,East
1275,Vanessa Bowers,Corporate,7097,Jersey City,New Jersey,East
2380,Lisa Branch,Small Business,49505,Grand Rapids,Michigan,Central
2127,Joyce Kern,Home Office,48310,Sterling Heights,Michigan,Central
1244,Victor Pace,Home Office,77573,League City,Texas,Central
52,Lorraine Kelly,Corporate,98373,Puyallup,Washington,West
53,Sidney Russell Austin,Corporate,98052,Redmond,Washington,West
1942,Bruce Murray,Consumer,71603,Pine Bluff,Arkansas,South
15,Timothy Reese,Small Business,11787,Smithtown,New York,East
683,Seth Merrill,Small Business,68046,Papillion,Nebraska,Central
1002,Kathleen S Erickson,Home Office,14215,Buffalo,New York,East
1002,Kathleen S Erickson,Home Office,14215,Buffalo,New York,East
1002,Kathleen S Erickson,Home Office,14215,Buffalo,New York,East
1002,Kathleen S Erickson,Home Office,14215,Buffalo,New York,East
1738,Dean Solomon,Corporate,28052,Gastonia,North Carolina,South
1738,Dean Solomon,Corporate,28052,Gastonia,North Carolina,South
2114,Paige Mason,Corporate,23518,Norfolk,Virginia,South
3153,Martha Durham,Corporate,34769,Saint Cloud,Florida,South
3153,Martha Durham,Corporate,34769,Saint Cloud,Florida,South
3200,Mary O Rich,Consumer,92025,Escondido,California,West
1734,Christopher Meadows,Small Business,10528,Harrison,New York,East
1734,Christopher Meadows,Small Business,10528,Harrison,New York,East
1734,Christopher Meadows,Small Business,10528,Harrison,New York,East
3062,Hilda Levine,Consumer,98031,Kent,Washington,West
3062,Hilda Levine,Consumer,98031,Kent,Washington,West
3062,Hilda Levine,Consumer,98031,Kent,Washington,West
2605,Susan Chase,Corporate,8901,New Brunswick,New Jersey,East
2404,Dennis Anthony,Consumer,4072,Saco,Maine,East
695,Alison Jacobson,Small Business,48195,Southgate,Michigan,Central
693,Richard McClure,Small Business,80229,Thornton,Colorado,West
693,Richard McClure,Small Business,80229,Thornton,Colorado,West
1079,Jimmy Xu,Corporate,60441,Romeoville,Illinois,Central
417,Mike Pollard,Small Business,93405,San Luis Obispo,California,West
1924,Sheryl Kirk,Small Business,2351,Abington,Massachusetts,East
1922,Kathy Hale,Small Business,6030,Farmington,Connecticut,East
670,Lewis Baldwin,Home Office,22025,Montclair,Virginia,South
670,Lewis Baldwin,Home Office,22025,Montclair,Virginia,South
426,Marc Cochran,Corporate,68502,Lincoln,Nebraska,Central
3012,Annie Livingston,Corporate,14609,Rochester,New York,East
3012,Annie Livingston,Corporate,14609,Rochester,New York,East
1591,Raymond Hernandez,Corporate,45385,Xenia,Ohio,East
1545,Willie Boone,Corporate,47150,New Albany,Indiana,Central
1545,Willie Boone,Corporate,47150,New Albany,Indiana,Central
414,Terry Christian,Consumer,7026,Garfield,New Jersey,East
413,Mildred Mullen,Consumer,4101,Portland,Maine,East
688,Ashley Reese,Small Business,63116,Saint Louis,Missouri,Central
688,Ashley Reese,Small Business,63116,Saint Louis,Missouri,Central
533,Jamie Dixon,Corporate,64064,Lees Summit,Missouri,Central
2998,Joyce Foster,Corporate,48375,Novi,Michigan,Central
1458,Charlene Grant,Consumer,97801,Pendleton,Oregon,West
1458,Charlene Grant,Consumer,97801,Pendleton,Oregon,West
1458,Charlene Grant,Consumer,97801,Pendleton,Oregon,West
1695,Debra Cochran,Home Office,72701,Fayetteville,Arkansas,South
393,Shawn Combs,Corporate,13021,Auburn,New York,East
1115,Jill Foster,Consumer,85374,Surprise,Arizona,West
1116,Meredith Bland,Consumer,85281,Tempe,Arizona,West
1116,Meredith Bland,Consumer,85281,Tempe,Arizona,West
1116,Meredith Bland,Consumer,85281,Tempe,Arizona,West
1011,Denise Sumner,Home Office,7712,Asbury Park,New Jersey,East
125,Linda Faulkner,Consumer,75088,Rowlett,Texas,Central
2,Janice Fletcher,Corporate,60101,Addison,Illinois,Central
223,Joe Nicholson,Small Business,90660,Pico Rivera,California,West
223,Joe Nicholson,Small Business,90660,Pico Rivera,California,West
138,Kevin Schmidt,Small Business,1106,Longmeadow,Massachusetts,East
2592,Sam Maynard,Corporate,31707,Albany,Georgia,South
2908,Robyn Lyon,Home Office,44125,Garfield Heights,Ohio,East
2908,Robyn Lyon,Home Office,44125,Garfield Heights,Ohio,East
1979,Marianne Weiner Ennis,Corporate,80122,Littleton,Colorado,West
530,Ian Bean,Corporate,84057,Orem,Utah,West
3151,Glenda Hunter,Corporate,92277,Twentynine Palms,California,West
3151,Glenda Hunter,Corporate,92277,Twentynine Palms,California,West
2070,Kelly Collins,Consumer,48021,Eastpointe,Michigan,Central
2010,Gary Grimes,Corporate,48034,Southfield,Michigan,Central
2010,Gary Grimes,Corporate,48034,Southfield,Michigan,Central
2011,Wayne Bean,Corporate,48195,Southgate,Michigan,Central
2011,Wayne Bean,Corporate,48195,Southgate,Michigan,Central
2380,Lisa Branch,Small Business,49505,Grand Rapids,Michigan,Central
2628,Danielle P Rao,Corporate,73160,Moore,Oklahoma,Central
