Row ID,Order ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Day-of-the-month,Week,Month,Quarter,Year,Process Time Difference
18884,85879,Critical,0.05,14.98,7.69,1739,Edna Pierce,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Super Decoflex Portable Personal File,0.57,South,North Carolina,Goldsboro,27534,12/11/2013,12/12/2013,1478.85,10,151.85,11,50,12,4,2013,1 days 0 hrs 0 mins 
18885,86621,Not Specified,0,442.14,14.7,236,Shawn McIntyre,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Okidata ML390 Turbo Dot Matrix Printers,0.56,West,Colorado,Louisville,80027,2/22/2010,2/22/2010,3294.8259,10,4775.11,22,9,2,1,2010,0 days 0 hrs 0 mins 
18886,88372,High,0.1,550.98,45.7,1009,Kristin George,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,0.71,East,Maine,Saco,4072,12/19/2010,12/21/2010,818.546175,14,6963.67,19,52,12,4,2010,2 days 0 hrs 0 mins 
18887,88375,Not Specified,0.01,60.97,4.5,1009,Kristin George,Regular Air,Home Office,Office Supplies,Appliances,Small Box,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,0.56,East,Maine,Saco,4072,1/23/2013,1/24/2013,-45.6816,1,62.77,23,4,1,1,2013,1 days 0 hrs 0 mins 
18888,89214,Critical,0.07,31.11,3.6,2743,Erin Brandt Spivey,Express Air,Corporate,Technology,Computer Peripherals,Small Pack,"Imation 3.5"" Diskettes, IBM Format, DS/HD, 10/Box, Neon",0.64,Central,Michigan,Lincoln Park,48146,8/7/2012,8/8/2012,75.7464,14,413.93,7,32,8,3,2012,1 days 0 hrs 0 mins 
18889,89214,Critical,0.01,1.48,0.7,2743,Erin Brandt Spivey,Regular Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,Binder Clips by OIC,0.37,Central,Michigan,Lincoln Park,48146,8/7/2012,8/9/2012,-1.0244,1,2.24,7,32,8,3,2012,2 days 0 hrs 0 mins 
18890,89226,Low,0.01,10.23,4.68,2453,George Yates,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme® Box Cutter Scissors,0.59,South,Alabama,Homewood,35209,4/23/2012,4/28/2012,-21.6384,10,106.67,23,17,4,2,2012,5 days 0 hrs 0 mins 
18891,87199,Low,0,419.19,19.99,1725,Linda Blake,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Smead Adjustable Mobile File Trolley with Lockable Top,0.58,East,Ohio,Hilliard,43026,2/11/2012,2/13/2012,3308.9157,11,4795.53,11,6,2,1,2012,2 days 0 hrs 0 mins 
18892,88268,Critical,0.05,2.08,2.56,2358,Danielle Baird,Regular Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Kleencut® Forged Office Shears by Acme United Corporation,0.55,South,Florida,Fort Lauderdale,33311,8/14/2010,8/16/2010,-1045.016,19,40.93,14,33,8,3,2010,2 days 0 hrs 0 mins 
18893,86942,Critical,0.08,10.89,4.5,2017,Danny Schaefer,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Belkin 6 Outlet Metallic Surge Strip,0.59,East,Pennsylvania,Norristown,19401,11/10/2012,11/12/2012,7.69,26,269.6,10,45,11,4,2012,2 days 0 hrs 0 mins 
18894,88034,Medium,0.01,3.69,0.5,2210,Glen Choi,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 487,0.38,East,Maryland,Bethesda,20814,11/22/2012,11/23/2012,93.8055,35,135.95,22,47,11,4,2012,1 days 0 hrs 0 mins 
18895,87555,High,0.07,4.76,0.88,2794,Connie Bunn,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,Wirebound Voice Message Log Book,0.39,Central,Iowa,Marshalltown,50158,6/7/2010,6/7/2010,15.8148,5,22.92,7,24,6,2,2010,0 days 0 hrs 0 mins 
18896,89236,Not Specified,0.02,9.77,6.02,204,Bob Epstein,Regular Air,Corporate,Furniture,Office Furnishings,Medium Box,DAX Solid Wood Frames,0.48,Central,Texas,Dallas,75217,5/16/2011,5/16/2011,20.29,3,32.45,16,21,5,2,2011,0 days 0 hrs 0 mins 
18897,89236,Not Specified,0.06,5.98,5.2,204,Bob Epstein,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1992,0.36,Central,Texas,Dallas,75217,5/16/2011,5/17/2011,-66.16,14,82.97,16,21,5,2,2011,1 days 0 hrs 0 mins 
18898,89240,Medium,0.07,60.97,4.5,2709,Stanley Steele,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,0.56,East,Maryland,Ellicott City,21042,5/28/2010,5/30/2010,-41.77,1,57.84,28,22,5,2,2010,2 days 0 hrs 0 mins 
18899,89240,Medium,0,90.98,56.2,2709,Stanley Steele,Regular Air,Consumer,Furniture,Office Furnishings,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,0.74,East,Maryland,Ellicott City,21042,5/28/2010,5/30/2010,-1014.11,15,1425.71,28,22,5,2,2010,2 days 0 hrs 0 mins 
18900,89248,Low,0.06,6.88,2,72,Amanda Hardy Singleton,Express Air,Small Business,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",0.39,East,Maine,West Scarborough,4070,8/12/2012,8/19/2012,82.8483,18,120.07,12,33,8,3,2012,7 days 0 hrs 0 mins 
18901,89251,Medium,0.01,8.12,2.83,1808,Joyce Knox,Express Air,Home Office,Technology,Computer Peripherals,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",0.77,East,West Virginia,Parkersburg,26101,3/17/2010,3/18/2010,-40.76,10,88.64,17,12,3,1,2010,1 days 0 hrs 0 mins 
18902,86248,Critical,0.1,30.42,8.65,3275,Tamara Dickinson,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,"Fellowes Internet Keyboard, Platinum",0.74,West,Washington,Mount Vernon,98273,10/12/2013,10/14/2013,-141.02,8,238.97,12,41,10,4,2013,2 days 0 hrs 0 mins 
18903,86248,Critical,0.06,1.95,1.63,3275,Tamara Dickinson,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",0.46,West,Washington,Mount Vernon,98273,10/12/2013,10/13/2013,-16.15,11,21.06,12,41,10,4,2013,1 days 0 hrs 0 mins 
18904,89145,High,0.06,6.48,6.74,247,Marshall Brandt Briggs,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 215,0.37,South,Tennessee,Maryville,37804,1/13/2013,1/15/2013,-284.578,10,67.71,13,3,1,1,2013,2 days 0 hrs 0 mins 
18905,89145,High,0.09,125.99,7.69,248,Anthony Han,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,Timeport L7089,0.58,South,Tennessee,Memphis,38109,1/13/2013,1/15/2013,55.404,13,1304.9,13,3,1,1,2013,2 days 0 hrs 0 mins 
18906,86705,Medium,0.1,7.64,5.83,2248,Audrey Harmon,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",0.36,East,Pennsylvania,Reading,19601,8/20/2012,8/20/2012,-18.9592,8,58.06,20,34,8,3,2012,0 days 0 hrs 0 mins 
18907,86705,Medium,0.05,9.99,5.12,2248,Audrey Harmon,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1948,0.4,East,Pennsylvania,Reading,19601,8/20/2012,8/23/2012,19.9208,15,153.46,20,34,8,3,2012,3 days 0 hrs 0 mins 
18908,89273,Medium,0.04,2.62,0.8,822,Sara Perkins,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Staples Metal Binder Clips,0.39,South,Tennessee,Oak Ridge,37830,11/26/2013,11/28/2013,-10.15,32,82.02,26,48,11,4,2013,2 days 0 hrs 0 mins 
18909,89274,High,0.05,4.37,5.15,1662,James Brennan,Regular Air,Home Office,Office Supplies,Appliances,Small Box,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",0.59,West,California,Palm Springs,92262,7/17/2011,7/19/2011,-145.1,13,58.26,17,30,7,3,2011,2 days 0 hrs 0 mins 
18910,89274,High,0.06,19.84,4.1,1662,James Brennan,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Prismacolor Color Pencil Set,0.44,West,California,Palm Springs,92262,7/17/2011,7/19/2011,106.8396,8,154.84,17,30,7,3,2011,2 days 0 hrs 0 mins 
18911,88684,Critical,0.07,28.15,8.99,39,Ian L O'Donnell,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",0.57,Central,Illinois,Alton,62002,6/12/2013,6/15/2013,-15.464,4,113.59,12,24,6,2,2013,3 days 0 hrs 0 mins 
18912,89281,Low,0.09,8.67,3.5,2253,Calvin Ferrell,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Staples 4 Outlet Surge Protector,0.58,South,Kentucky,Owensboro,42301,1/4/2012,1/8/2012,4714.848,6,50.75,4,1,1,1,2012,4 days 0 hrs 0 mins 
18913,89281,Low,0.04,280.98,35.67,2254,Jeff Meadows,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Global Adaptabilities™ Conference Tables,0.66,South,Kentucky,Paducah,42003,1/4/2012,1/9/2012,3541.8516,10,2230.38,4,1,1,1,2012,5 days 0 hrs 0 mins 
18914,88908,Critical,0.02,1360.14,14.7,494,Jimmy Alston Holder,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Okidata ML395C Color Dot Matrix Printer,0.59,West,Washington,Seattle,98115,12/20/2010,12/22/2010,3042.18,6,8637.44,20,52,12,4,2010,2 days 0 hrs 0 mins 
18915,89282,Low,0.01,15.98,4,207,Toni Olsen,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Logitech Access Keyboard,0.37,West,California,Petaluma,94952,1/21/2012,1/21/2012,83.2692,7,120.68,21,3,1,1,2012,0 days 0 hrs 0 mins 
18916,87338,Critical,0.01,33.98,1.99,1913,Susan Barr,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",0.45,West,California,Paradise,95969,5/21/2012,5/21/2012,196.8363,8,285.27,21,21,5,2,2012,0 days 0 hrs 0 mins 
18917,86369,Low,0.09,6.84,8.37,3141,Jerome McIntosh,Regular Air,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",0.58,Central,Texas,Pasadena,77506,12/1/2010,12/8/2010,-88.585,13,87.1,1,49,12,4,2010,7 days 0 hrs 0 mins 
18918,86369,Low,0.07,48.91,35,3141,Jerome McIntosh,Express Air,Consumer,Office Supplies,Storage & Organization,Large Box,Tennsco Industrial Shelving,0.83,Central,Texas,Pasadena,77506,12/1/2010,12/3/2010,-485.68,15,736.86,1,49,12,4,2010,2 days 0 hrs 0 mins 
18919,89287,Low,0.02,500.98,28.14,635,Juan Justice,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",0.38,Central,Minnesota,Saint Paul,55106,7/21/2012,7/26/2012,4146.4584,12,6009.36,21,29,7,3,2012,5 days 0 hrs 0 mins 
18920,88283,High,0.01,880.98,44.55,2859,Brad H Blake,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",0.62,South,Florida,Gainesville,32601,8/15/2011,8/17/2011,65.9016,10,9157.79,15,34,8,3,2011,2 days 0 hrs 0 mins 
18921,88633,Critical,0.02,39.06,10.55,1023,Glen Newman,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Recycled Linen-Style Covers,0.37,East,Pennsylvania,Wilkinsburg,15221,5/15/2010,5/15/2010,442.0899,16,640.71,15,20,5,2,2010,0 days 0 hrs 0 mins 
18922,88633,Critical,0.1,37.7,2.99,1023,Glen Newman,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Vinyl Sectional Post Binders,0.35,East,Pennsylvania,Wilkinsburg,15221,5/15/2010,5/16/2010,455.124,18,659.6,15,20,5,2,2010,1 days 0 hrs 0 mins 
18923,88670,Low,0.1,449.99,49,771,Deborah Paul,Delivery Truck,Small Business,Technology,Copiers and Fax,Jumbo Drum,Canon PC940 Copier,0.38,West,Oregon,West Linn,97068,4/16/2011,4/20/2011,3386.8581,12,4908.49,16,16,4,2,2011,4 days 0 hrs 0 mins 
18924,88670,Low,0,19.23,6.15,771,Deborah Paul,Regular Air,Small Business,Furniture,Office Furnishings,Small Pack,"Executive Impressions 13"" Clairmont Wall Clock",0.44,West,Oregon,West Linn,97068,4/16/2011,4/23/2011,137.7585,10,199.65,16,16,4,2,2011,7 days 0 hrs 0 mins 
18925,89297,Critical,0.09,2.62,0.8,274,Valerie Rice,Regular Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,Staples Metal Binder Clips,0.39,West,California,San Jose,95123,5/24/2013,5/26/2013,6.46,5,12.77,24,21,5,2,2013,2 days 0 hrs 0 mins 
18926,89311,Low,0.08,5.81,8.49,2445,Priscilla Bullock,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Fellowes Black Plastic Comb Bindings,0.39,East,Massachusetts,Wellesley,2457,6/27/2013,6/27/2013,-223.9464,18,108.46,27,26,6,2,2013,0 days 0 hrs 0 mins 
18927,88302,Not Specified,0.03,5.18,5.74,2577,Alfred Burton,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Impact Binders,0.36,South,Alabama,Montgomery,36116,9/9/2011,9/10/2011,313.014,14,74.34,9,37,9,3,2011,1 days 0 hrs 0 mins 
18928,88302,Not Specified,0.08,120.98,58.64,2578,Kent Gill,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,O'Sullivan Living Dimensions 2-Shelf Bookcases,0.75,South,Alabama,Opelika,36801,9/9/2011,9/12/2011,18.954,16,1878.12,9,37,9,3,2011,3 days 0 hrs 0 mins 
18929,88302,Not Specified,0.01,6.3,0.5,2578,Kent Gill,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 48,0.39,South,Alabama,Opelika,36801,9/9/2011,9/11/2011,145.896,4,26.95,9,37,9,3,2011,2 days 0 hrs 0 mins 
18930,89316,Low,0.06,2.89,0.5,3098,Lorraine Boykin,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 498,0.38,East,New York,Shirley,11967,8/29/2010,8/29/2010,9.6117,5,13.93,29,36,8,3,2010,0 days 0 hrs 0 mins 
18931,86229,Low,0.04,6.64,4.95,2803,Catherine Dorsey Burnett,Regular Air,Small Business,Furniture,Office Furnishings,Small Pack,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,0.37,West,California,East Los Angeles,90022,9/26/2011,9/28/2011,14.57,3,22.77,26,40,9,3,2011,2 days 0 hrs 0 mins 
18932,89323,High,0.01,205.99,5.26,397,Denise Carver,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,i470,0.56,East,Ohio,Cuyahoga Falls,44221,8/11/2012,8/13/2012,282.67704,6,1102.45,11,32,8,3,2012,2 days 0 hrs 0 mins 
18933,86690,High,0.01,7.1,6.05,1934,Scott Moore,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Wilson Jones Hanging View Binder, White, 1""",0.39,Central,Texas,Georgetown,78626,5/1/2012,5/3/2012,-39.2265,8,62.59,1,18,5,2,2012,2 days 0 hrs 0 mins 
18934,89330,Medium,0.1,34.76,8.22,521,Donald Montgomery,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",0.57,West,Oregon,Portland,97206,2/1/2013,2/3/2013,43.36,7,225.5,1,5,2,1,2013,2 days 0 hrs 0 mins 
18935,89330,Medium,0.1,286.85,61.76,521,Donald Montgomery,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Riverside Furniture Stanwyck Manor Table Series,0.78,West,Oregon,Portland,97206,2/1/2013,2/2/2013,-298.62,3,682.64,1,5,2,1,2013,1 days 0 hrs 0 mins 
18936,89230,Medium,0.03,25.38,8.99,2453,George Yates,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,"Executive Impressions 13"" Chairman Wall Clock",0.5,South,Alabama,Homewood,35209,5/6/2013,5/8/2013,45.006,2,51.81,6,19,5,2,2013,2 days 0 hrs 0 mins 
18937,87705,Not Specified,0.02,2.94,0.96,417,Mike Pollard,Express Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 343,0.58,West,California,San Luis Obispo,93405,8/4/2012,8/6/2012,18.7812,20,62.36,4,31,8,3,2012,2 days 0 hrs 0 mins 
18938,87705,Not Specified,0.07,1.81,0.75,417,Mike Pollard,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Assorted Color Push Pins,0.52,West,California,San Luis Obispo,93405,8/4/2012,8/5/2012,-1.3624,3,5.58,4,31,8,3,2012,1 days 0 hrs 0 mins 
18939,89336,Medium,0.1,51.98,10.17,2037,Lynda Herman,Express Air,Small Business,Technology,Office Machines,Medium Box,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,0.37,West,Montana,Bozeman,59715,2/1/2012,2/3/2012,110.77,4,208.67,1,5,2,1,2012,2 days 0 hrs 0 mins 
18940,87435,Not Specified,0.01,24.95,2.99,3229,Sharon Kessler,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Large Capacity Hanging Post Binders,0.39,Central,Wisconsin,Superior,54880,7/21/2010,7/22/2010,261.3858,15,378.82,21,30,7,3,2010,1 days 0 hrs 0 mins 
18941,87435,Not Specified,0,15.98,8.99,3230,Monica Stuart,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",0.64,Central,Wisconsin,Waukesha,53186,7/21/2010,7/23/2010,-135.46,9,152.18,21,30,7,3,2010,2 days 0 hrs 0 mins 
18942,89341,High,0.1,5.4,7.78,1930,LeRoy Welch,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,3M Organizer Strips,0.37,South,North Carolina,Greenville,27834,9/13/2011,9/14/2011,-151.466,10,53.11,13,38,9,3,2011,1 days 0 hrs 0 mins 
18943,89345,High,0.08,10.01,1.99,717,Calvin Strickland,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,TDK 4.7GB DVD-R,0.41,West,Nevada,Las Vegas,89115,2/11/2011,2/11/2011,-7.23,2,20.39,11,7,2,1,2011,0 days 0 hrs 0 mins 
18944,89345,High,0.08,51.98,10.17,717,Calvin Strickland,Regular Air,Corporate,Technology,Office Machines,Medium Box,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,0.37,West,Nevada,Las Vegas,89115,2/11/2011,2/12/2011,351.4791,10,509.39,11,7,2,1,2011,1 days 0 hrs 0 mins 
18945,89345,High,0.05,64.98,6.88,718,Jimmy Hsu,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,0.73,West,Nevada,North Las Vegas,89031,2/11/2011,2/13/2011,150.04,9,562.96,11,7,2,1,2011,2 days 0 hrs 0 mins 
18946,89345,High,0.05,138.75,52.42,718,Jimmy Hsu,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Balt Split Level Computer Training Table,0.74,West,Nevada,North Las Vegas,89031,2/11/2011,2/12/2011,-556.25,7,1010.62,11,7,2,1,2011,1 days 0 hrs 0 mins 
18947,89355,Medium,0.07,7.68,6.16,3347,Carrie McIntosh,Express Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,GBC VeloBinder Strips,0.35,South,Florida,Royal Palm Beach,33411,1/6/2010,1/8/2010,125.9982,1,22.13,6,2,1,1,2010,2 days 0 hrs 0 mins 
18948,89355,Medium,0.05,6.64,4.95,3347,Carrie McIntosh,Express Air,Consumer,Furniture,Office Furnishings,Small Pack,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,0.37,South,Florida,Royal Palm Beach,33411,1/6/2010,1/8/2010,-92.9292,5,34.17,6,2,1,1,2010,2 days 0 hrs 0 mins 
18949,89361,Medium,0.06,47.9,5.86,2652,Brenda Ross,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1938,0.37,West,California,Bakersfield,93309,5/25/2010,5/27/2010,21.78,2,94.2,25,22,5,2,2010,2 days 0 hrs 0 mins 
18950,89128,Low,0.01,4.98,4.75,3035,Tina Evans,Regular Air,Home Office,Office Supplies,Paper,Small Box,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),0.36,Central,Illinois,Lombard,60148,1/15/2010,1/20/2010,-75.9004,10,52.93,15,3,1,1,2010,5 days 0 hrs 0 mins 
18951,89128,Low,0.04,6.35,1.02,3035,Tina Evans,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",0.39,Central,Illinois,Lombard,60148,1/15/2010,1/20/2010,52.1709,12,75.61,15,3,1,1,2010,5 days 0 hrs 0 mins 
18952,89369,Low,0.02,113.98,30,847,Bill O'Neill,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Comfortask® Task/Swivel Chairs,0.69,East,Massachusetts,Northampton,1060,6/19/2013,6/21/2013,-145.016,2,240.64,19,25,6,2,2013,2 days 0 hrs 0 mins 
18953,89369,Low,0.09,23.99,6.3,843,Jamie Watkins,Regular Air,Corporate,Technology,Office Machines,Medium Box,TI 36X Solar Scientific Calculator,0.38,East,Maine,Saco,4072,6/19/2013,6/19/2013,200.316,15,329.83,19,25,6,2,2013,0 days 0 hrs 0 mins 
18954,86682,High,0.08,178.47,19.99,2231,Regina Hewitt,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,"Hot File® 7-Pocket, Floor Stand",0.55,West,California,Citrus Heights,95610,1/19/2013,1/20/2013,1594.5279,13,2310.91,19,3,1,1,2013,1 days 0 hrs 0 mins 
18955,89249,Not Specified,0.09,21.78,5.94,74,Mark Manning,Regular Air,Small Business,Office Supplies,Appliances,Medium Box,Holmes HEPA Air Purifier,0.5,East,New Jersey,Iselin,8830,12/10/2012,12/12/2012,23.01,7,147.26,10,50,12,4,2012,2 days 0 hrs 0 mins 
18956,89372,Low,0.08,10.9,7.46,159,Gail Welch,Express Air,Consumer,Office Supplies,Storage & Organization,Small Box,Crate-A-Files™,0.59,Central,Illinois,Oak Forest,60452,6/4/2011,6/8/2011,-113.016,15,163.56,4,23,6,2,2011,4 days 0 hrs 0 mins 
18957,89379,Critical,0.01,39.48,1.99,1233,Gary Hester,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",0.54,Central,Texas,Flower Mound,75028,7/1/2012,7/3/2012,368.1219,13,533.51,1,27,7,3,2012,2 days 0 hrs 0 mins 
18958,89383,Critical,0,51.65,18.45,2084,Marc Shapiro,Regular Air,Small Business,Furniture,Office Furnishings,Medium Box,"Deflect-o EconoMat Nonstudded, No Bevel Mat",0.65,South,Arkansas,Rogers,72756,7/19/2012,7/21/2012,-201.124,3,173.5,19,29,7,3,2012,2 days 0 hrs 0 mins 
18959,89386,Not Specified,0.04,73.98,4,2681,Marc Bowles,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Keytronic French Keyboard,0.79,Central,Wisconsin,Muskego,53150,12/9/2011,12/10/2011,-44.35,7,533.81,9,50,12,4,2011,1 days 0 hrs 0 mins 
18960,89392,Low,0.08,55.99,3.3,1049,Craig S Fletcher,Regular Air,Home Office,Technology,Telephones and Communication,Small Pack,Accessory24,0.59,East,New Jersey,Hoboken,7030,3/26/2013,3/28/2013,-225.302,1,46.85,26,13,3,1,2013,2 days 0 hrs 0 mins 
18961,86272,High,0.07,8.12,2.83,254,Brett Hawkins,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",0.77,West,Colorado,Highlands Ranch,80126,12/9/2011,12/10/2011,-43.7,22,174.1,9,50,12,4,2011,1 days 0 hrs 0 mins 
18962,85893,Critical,0.03,11.99,5.99,1916,Marcia Feldman,Regular Air,Home Office,Technology,Office Machines,Medium Box,TI 30X Scientific Calculator,0.36,South,Arkansas,Little Rock,72209,2/27/2010,2/28/2010,-216.0298,7,83.72,27,9,2,1,2010,1 days 0 hrs 0 mins 
18963,89396,Not Specified,0.05,7.3,7.72,2717,Edna Barefoot Rao,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"Angle-D Binders with Locking Rings, Label Holders",0.38,Central,Illinois,Lake In The Hills,60102,2/18/2011,2/19/2011,-77.28,5,37.86,18,8,2,1,2011,1 days 0 hrs 0 mins 
18964,88465,Not Specified,0,39.48,1.99,1079,Jimmy Xu,Express Air,Corporate,Technology,Computer Peripherals,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",0.54,Central,Illinois,Romeoville,60441,11/16/2012,11/18/2012,763.3953,27,1106.37,16,46,11,4,2012,2 days 0 hrs 0 mins 
18965,88465,Not Specified,0.09,100.98,57.38,1080,Colleen Fletcher,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",0.78,Central,Illinois,Saint Charles,60174,11/16/2012,11/18/2012,67.654,4,435.53,16,46,11,4,2012,2 days 0 hrs 0 mins 
18966,88465,Not Specified,0.04,19.98,10.49,1080,Colleen Fletcher,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,12-1/2 Diameter Round Wall Clock,0.49,Central,Illinois,Saint Charles,60174,11/16/2012,11/18/2012,115.632,35,720.56,16,46,11,4,2012,2 days 0 hrs 0 mins 
18967,86055,Not Specified,0.07,40.98,1.99,2200,Sarah Huang,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",0.44,Central,Minnesota,Blaine,55434,10/12/2011,10/14/2011,579.8484,21,840.36,12,42,10,4,2011,2 days 0 hrs 0 mins 
18968,86055,Not Specified,0.02,195.99,4.2,2200,Sarah Huang,Express Air,Home Office,Technology,Telephones and Communication,Small Box,T65,0.56,Central,Minnesota,Blaine,55434,10/12/2011,10/13/2011,2184.75252,19,3231.78,12,42,10,4,2011,1 days 0 hrs 0 mins 
18969,89405,Medium,0.07,376.13,85.63,960,Phillip Chappell,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Bretford Rectangular Conference Table Tops,0.74,West,California,Redondo Beach,90278,1/8/2013,1/10/2013,-430.4784,1,296.97,8,2,1,1,2013,2 days 0 hrs 0 mins 
18970,88726,Critical,0.06,1.74,4.08,1389,Jean Khan,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"Eldon Regeneration Recycled Desk Accessories, Smoke",0.53,West,California,Menlo Park,94025,1/25/2010,1/26/2010,-11.0732,1,2.77,25,5,1,1,2010,1 days 0 hrs 0 mins 
